uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
repos/datasets/metrics/frugalscore/frugalscore.py:FRUGALSCORE:_compute,FRUGALSCORE:_compute,method,22,81,74,955,11.79,0,2,"['self', 'predictions', 'references', 'batch_size', 'max_length', 'device', '']","[None, None, None, None, None, None, None]","[None, None, None, '32', '128', 'None', None]",80,"['        """"""Returns the scores""""""\n']","['len', 'TrainingArguments', 'tokenize_function', 'self.tokenizer', 'raw_datasets.map', 'tokenized_datasets.remove_columns', 'Trainer', 'trainer.predict', 'list']",9
repos/datasets/metrics/frugalscore/frugalscore.py:FRUGALSCORE:_download_and_prepare,FRUGALSCORE:_download_and_prepare,method,6,12,11,256,21.33,0,1,"['self', 'dl_manager']","[None, None]","[None, None]",72,[],"['AutoModelForSequenceClassification.from_pretrained', 'AutoTokenizer.from_pretrained']",2
repos/datasets/metrics/frugalscore/frugalscore.py:FRUGALSCORE:_info,FRUGALSCORE:_info,method,4,15,14,281,18.73,0,0,['self'],[None],[None],58,[],"['datasets.MetricInfo', 'datasets.Value']",2
repos/datasets/metrics/glue/glue.py:acc_and_f1,acc_and_f1,function,4,13,13,115,8.85,0,0,"['preds', 'labels']","[None, None]","[None, None]",86,[],"['simple_accuracy', 'float']",2
repos/datasets/metrics/glue/glue.py:pearson_and_spearman,pearson_and_spearman,function,3,13,12,154,11.85,0,0,"['preds', 'labels']","[None, None]","[None, None]",95,[],['float'],1
repos/datasets/metrics/glue/glue.py:simple_accuracy,simple_accuracy,function,1,3,3,35,11.67,0,0,"['preds', 'labels']","[None, None]","[None, None]",82,[],['float'],1
repos/datasets/metrics/glue/glue.py:Glue,Glue,class,14,138,83,1323,9.59,0,2,[],[],[],105,[],[],0
repos/datasets/metrics/glue/glue.py:Glue:_compute,Glue:_compute,method,7,62,45,595,9.6,0,1,"['self', 'predictions', 'references']","[None, None, None]","[None, None, None]",141,[],"['matthews_corrcoef', 'pearson_and_spearman', 'acc_and_f1', 'simple_accuracy', 'KeyError']",5
repos/datasets/metrics/glue/glue.py:Glue:_info,Glue:_info,method,8,70,61,669,9.56,0,1,['self'],[None],[None],106,[],"['KeyError', 'datasets.MetricInfo', 'datasets.Value']",3
repos/datasets/metrics/google_bleu/google_bleu.py:GoogleBleu,GoogleBleu,class,6,52,43,648,12.46,0,0,[],[],[],176,[],[],0
repos/datasets/metrics/google_bleu/google_bleu.py:GoogleBleu:_compute,GoogleBleu:_compute,method,2,10,10,134,13.4,0,0,"['self', 'predictions', 'references', 'min_len', 'max_len', '']","[None, ' List[List[List[str]]]', ' List[List[str]]', ' int ', ' int ', None]","[None, None, None, ' 1', ' 4', None]",192,[],['gleu_score.corpus_gleu'],1
repos/datasets/metrics/google_bleu/google_bleu.py:GoogleBleu:_info,GoogleBleu:_info,method,3,21,18,353,16.81,0,0,['self'],[None],[None],177,[],"['datasets.MetricInfo', 'datasets.Sequence']",2
repos/datasets/metrics/indic_glue/indic_glue.py:acc_and_f1,acc_and_f1,function,4,13,13,115,8.85,0,0,"['preds', 'labels']","[None, None]","[None, None]",78,[],"['simple_accuracy', 'float']",2
repos/datasets/metrics/indic_glue/indic_glue.py:precision_at_10,precision_at_10,function,14,30,25,370,12.33,0,0,"['en_sentvecs', 'in_sentvecs']","[None, None]","[None, None]",87,[],"['np.array', 'np.mean', 'cdist', 'sim.argsort', 'np.any', 'float']",6
repos/datasets/metrics/indic_glue/indic_glue.py:simple_accuracy,simple_accuracy,function,1,3,3,35,11.67,0,0,"['preds', 'labels']","[None, None]","[None, None]",74,[],['float'],1
repos/datasets/metrics/indic_glue/indic_glue.py:IndicGlue,IndicGlue,class,14,146,81,1442,9.88,0,5,[],[],[],104,[],[],0
repos/datasets/metrics/indic_glue/indic_glue.py:IndicGlue:_compute,IndicGlue:_compute,method,6,62,53,551,8.89,0,1,"['self', 'predictions', 'references']","[None, None, None]","[None, None, None]",146,[],"['precision_at_10', 'acc_and_f1', 'simple_accuracy', 'KeyError']",4
repos/datasets/metrics/indic_glue/indic_glue.py:IndicGlue:_info,IndicGlue:_info,method,9,78,65,832,10.67,0,4,['self'],[None],[None],105,[],"['KeyError', 'datasets.MetricInfo', 'datasets.Value', 'datasets.Sequence']",4
repos/datasets/metrics/mae/mae.py:Mae,Mae,class,11,46,34,799,17.37,0,1,[],[],[],84,[],[],0
repos/datasets/metrics/mae/mae.py:Mae:_compute,Mae:_compute,method,3,8,8,129,16.12,0,0,"['self', 'predictions', 'references', 'sample_weight', 'multioutput']","[None, None, None, None, None]","[None, None, None, 'None', '""uniform_average""']",108,[],['mean_absolute_error'],1
repos/datasets/metrics/mae/mae.py:Mae:_get_feature_types,Mae:_get_feature_types,method,4,18,12,250,13.89,0,1,['self'],[None],[None],96,[],"['datasets.Sequence', 'datasets.Value']",2
repos/datasets/metrics/mae/mae.py:Mae:_info,Mae:_info,method,3,10,10,282,28.2,0,0,['self'],[None],[None],85,[],['datasets.MetricInfo'],1
repos/datasets/metrics/mahalanobis/mahalanobis.py:Mahalanobis,Mahalanobis,class,20,90,68,964,10.71,0,3,[],[],[],60,[],[],0
repos/datasets/metrics/mahalanobis/mahalanobis.py:Mahalanobis:_compute,Mahalanobis:_compute,method,17,70,51,685,9.79,0,3,"['self', 'X', 'reference_distribution']","[None, None, None]","[None, None, None]",73,[],"['np.array', 'len', 'ValueError', 'np.mean', 'np.cov', 'np.dot']",6
repos/datasets/metrics/mahalanobis/mahalanobis.py:Mahalanobis:_info,Mahalanobis:_info,method,2,14,14,218,15.57,0,0,['self'],[None],[None],61,[],"['datasets.MetricInfo', 'datasets.Sequence']",2
repos/datasets/metrics/matthews_correlation/matthews_correlation.py:MatthewsCorrelation,MatthewsCorrelation,class,6,31,26,525,16.94,0,0,[],[],[],82,[],[],0
repos/datasets/metrics/matthews_correlation/matthews_correlation.py:MatthewsCorrelation:_compute,MatthewsCorrelation:_compute,method,1,7,7,110,15.71,0,0,"['self', 'predictions', 'references', 'sample_weight']","[None, None, None, None]","[None, None, None, 'None']",99,[],['float'],1
repos/datasets/metrics/matthews_correlation/matthews_correlation.py:MatthewsCorrelation:_info,MatthewsCorrelation:_info,method,4,17,16,337,19.82,0,0,['self'],[None],[None],83,[],"['datasets.MetricInfo', 'datasets.Value']",2
repos/datasets/metrics/mauve/mauve.py:Mauve,Mauve,class,9,69,63,1401,20.3,0,0,[],[],[],88,[],[],0
repos/datasets/metrics/mauve/mauve.py:Mauve:_compute,Mauve:_compute,method,3,23,22,557,24.22,0,0,"['self', 'predictions', 'references', 'p_features', 'q_features', 'p_tokens', 'q_tokens', 'num_buckets', 'pca_max_data', 'kmeans_explained_var', 'kmeans_num_redo', 'kmeans_max_iter', 'featurize_model_name', 'device_id', 'max_text_length', 'divergence_curve_discretization_size', 'mauve_scaling_factor', 'verbose', 'seed', '']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, 'None', 'None', 'None', 'None', '""auto""', '-1', '0.9', '5', '500', '""gpt2-large""', '-1', '1024', '25', '5', 'True', '25', None]",108,[],['compute_mauve'],1
repos/datasets/metrics/mauve/mauve.py:Mauve:_info,Mauve:_info,method,5,22,20,454,20.64,0,0,['self'],[None],[None],89,[],"['datasets.MetricInfo', 'datasets.Value']",2
repos/datasets/metrics/mean_iou/mean_iou.py:intersect_and_union,intersect_and_union,function,26,68,47,721,10.6,1,2,"['pred_label', 'label', 'num_labels', 'ignore_index', 'label_map', 'int]] ', 'reduce_labels', '']","[None, None, None, ' bool', ' Optional[Dict[int', None, ' bool ', None]","[None, None, None, None, None, ' None', ' False', None]",95,"['    """"""Calculate intersection and Union.\n', '\n', '    Args:\n', '        pred_label (`ndarray`):\n', '            Prediction segmentation map of shape (height, width).\n', '        label (`ndarray`):\n', '            Ground truth segmentation map of shape (height, width).\n', '        num_labels (`int`):\n', '            Number of categories.\n', '        ignore_index (`int`):\n', '            Index that will be ignored during evaluation.\n', '        label_map (`dict`, *optional*):\n', '            Mapping old labels to new labels. The parameter will work only when label is str.\n', '        reduce_labels (`bool`, *optional*, defaults to `False`):\n', '            Whether or not to reduce all label values of segmentation maps by 1. Usually used for datasets where 0 is used for background,\n', '            and background itself is not included in all classes of a dataset (e.g. ADE20k). The background label will be replaced by 255.\n', '\n', '     Returns:\n', '         area_intersect (`ndarray`):\n', '            The intersection of prediction and ground truth histogram on all classes.\n', '         area_union (`ndarray`):\n', '            The union of prediction and ground truth histogram on all classes.\n', '         area_pred_label (`ndarray`):\n', '            The prediction histogram on all classes.\n', '         area_label (`ndarray`):\n', '            The ground truth histogram on all classes.\n', '    """"""\n']","['label_map.items', 'np.array', 'np.not_equal', 'np.histogram']",4
repos/datasets/metrics/mean_iou/mean_iou.py:mean_iou,mean_iou,function,19,49,46,644,13.14,0,1,"['results', 'gt_seg_maps', 'num_labels', 'ignore_index', 'nan_to_num', 'label_map', 'int]] ', 'reduce_labels', '']","[None, None, None, ' bool', ' Optional[int] ', ' Optional[Dict[int', None, ' bool ', None]","[None, None, None, None, ' None', None, ' None', ' False', None]",209,"['    """"""Calculate Mean Intersection and Union (mIoU).\n', '\n', '    Args:\n', '        results (`ndarray`):\n', '            List of prediction segmentation maps, each of shape (height, width).\n', '        gt_seg_maps (`ndarray`):\n', '            List of ground truth segmentation maps, each of shape (height, width).\n', '        num_labels (`int`):\n', '            Number of categories.\n', '        ignore_index (`int`):\n', '            Index that will be ignored during evaluation.\n', '        nan_to_num (`int`, *optional*):\n', '            If specified, NaN values will be replaced by the number defined by the user.\n', '        label_map (`dict`, *optional*):\n', '            Mapping old labels to new labels. The parameter will work only when label is str.\n', '        reduce_labels (`bool`, *optional*, defaults to `False`):\n', '            Whether or not to reduce all label values of segmentation maps by 1. Usually used for datasets where 0 is used for background,\n', '            and background itself is not included in all classes of a dataset (e.g. ADE20k). The background label will be replaced by 255.\n', '\n', '    Returns:\n', '        `Dict[str, float | ndarray]` comprising various elements:\n', '        - *mean_iou* (`float`):\n', '            Mean Intersection-over-Union (IoU averaged over all categories).\n', '        - *mean_accuracy* (`float`):\n', '            Mean accuracy (averaged over all categories).\n', '        - *overall_accuracy* (`float`):\n', '            Overall accuracy on all images.\n', '        - *per_category_accuracy* (`ndarray` of shape `(num_labels,)`):\n', '            Per category accuracy.\n', '        - *per_category_iou* (`ndarray` of shape `(num_labels,)`):\n', '            Per category IoU.\n', '    """"""\n']","['total_intersect_and_union', 'total_area_intersect.sum', 'total_area_label.sum', 'np.nanmean', 'np.nan_to_num', 'metrics.items']",6
repos/datasets/metrics/mean_iou/mean_iou.py:total_intersect_and_union,total_intersect_and_union,function,20,47,32,647,13.77,1,0,"['results', 'gt_seg_maps', 'num_labels', 'ignore_index', 'label_map', 'int]] ', 'reduce_labels', '']","[None, None, None, ' bool', ' Optional[Dict[int', None, ' bool ', None]","[None, None, None, None, None, ' None', ' False', None]",159,"['    """"""Calculate Total Intersection and Union, by calculating `intersect_and_union` for each (predicted, ground truth) pair.\n', '\n', '    Args:\n', '        results (`ndarray`):\n', '            List of prediction segmentation maps, each of shape (height, width).\n', '        gt_seg_maps (`ndarray`):\n', '            List of ground truth segmentation maps, each of shape (height, width).\n', '        num_labels (`int`):\n', '            Number of categories.\n', '        ignore_index (`int`):\n', '            Index that will be ignored during evaluation.\n', '        label_map (`dict`, *optional*):\n', '            Mapping old labels to new labels. The parameter will work only when label is str.\n', '        reduce_labels (`bool`, *optional*, defaults to `False`):\n', '            Whether or not to reduce all label values of segmentation maps by 1. Usually used for datasets where 0 is used for background,\n', '            and background itself is not included in all classes of a dataset (e.g. ADE20k). The background label will be replaced by 255.\n', '\n', '     Returns:\n', '         total_area_intersect (`ndarray`):\n', '            The intersection of prediction and ground truth histogram on all classes.\n', '         total_area_union (`ndarray`):\n', '            The union of prediction and ground truth histogram on all classes.\n', '         total_area_pred_label (`ndarray`):\n', '            The prediction histogram on all classes.\n', '         total_area_label (`ndarray`):\n', '            The ground truth histogram on all classes.\n', '    """"""\n']","['np.zeros', 'zip', 'intersect_and_union']",3
repos/datasets/metrics/mean_iou/mean_iou.py:MeanIoU,MeanIoU,class,8,51,45,853,16.73,0,0,[],[],[],274,[],[],0
repos/datasets/metrics/mean_iou/mean_iou.py:MeanIoU:_compute,MeanIoU:_compute,method,3,12,11,207,17.25,0,0,"['self', 'predictions', 'references', 'num_labels', 'ignore_index', 'nan_to_num', 'label_map', 'int]] ', 'reduce_labels', '']","[None, None, None, ' int', ' bool', ' Optional[int] ', ' Optional[Dict[int', None, ' bool ', None]","[None, None, None, None, None, ' None', None, ' None', ' False', None]",292,[],['mean_iou'],1
repos/datasets/metrics/mean_iou/mean_iou.py:MeanIoU:_info,MeanIoU:_info,method,4,17,16,450,26.47,0,0,['self'],[None],[None],275,[],"['datasets.MetricInfo', 'datasets.Sequence']",2
repos/datasets/metrics/meteor/meteor.py:Meteor,Meteor,class,15,81,59,1158,14.3,0,3,[],[],[],87,[],[],0
repos/datasets/metrics/meteor/meteor.py:Meteor:_compute,Meteor:_compute,method,5,37,26,370,10.0,0,1,"['self', 'predictions', 'references', 'alpha', 'beta', 'gamma']","[None, None, None, None, None, None]","[None, None, None, '0.9', '3', '0.5']",115,[],"['version.Version', 'meteor_score.single_meteor_score', 'word_tokenize', 'zip', 'np.mean']",5
repos/datasets/metrics/meteor/meteor.py:Meteor:_download_and_prepare,Meteor:_download_and_prepare,method,5,11,9,167,15.18,0,2,"['self', 'dl_manager']","[None, None]","[None, None]",106,[],"['nltk.download', 'version.Version']",2
repos/datasets/metrics/meteor/meteor.py:Meteor:_info,Meteor:_info,method,5,21,19,491,23.38,0,0,['self'],[None],[None],88,[],"['datasets.MetricInfo', 'datasets.Value']",2
repos/datasets/metrics/mse/mse.py:Mse,Mse,class,11,50,36,816,16.32,0,1,[],[],[],88,[],[],0
repos/datasets/metrics/mse/mse.py:Mse:_compute,Mse:_compute,method,3,11,11,134,12.18,0,0,"['self', 'predictions', 'references', 'sample_weight', 'multioutput', 'squared']","[None, None, None, None, None, None]","[None, None, None, 'None', '""uniform_average""', 'True']",112,[],['mean_squared_error'],1
repos/datasets/metrics/mse/mse.py:Mse:_get_feature_types,Mse:_get_feature_types,method,4,18,12,250,13.89,0,1,['self'],[None],[None],100,[],"['datasets.Sequence', 'datasets.Value']",2
repos/datasets/metrics/mse/mse.py:Mse:_info,Mse:_info,method,3,10,10,281,28.1,0,0,['self'],[None],[None],89,[],['datasets.MetricInfo'],1
repos/datasets/metrics/pearsonr/pearsonr.py:Pearsonr,Pearsonr,class,9,37,32,580,15.68,0,1,[],[],[],86,[],[],0
repos/datasets/metrics/pearsonr/pearsonr.py:Pearsonr:_compute,Pearsonr:_compute,method,4,15,13,176,11.73,0,1,"['self', 'predictions', 'references', 'return_pvalue']","[None, None, None, None]","[None, None, None, 'False']",101,[],"['pearsonr', 'float']",2
repos/datasets/metrics/pearsonr/pearsonr.py:Pearsonr:_info,Pearsonr:_info,method,4,15,14,325,21.67,0,0,['self'],[None],[None],87,[],"['datasets.MetricInfo', 'datasets.Value']",2
repos/datasets/metrics/perplexity/perplexity.py:Perplexity,Perplexity,class,55,268,196,2922,10.9,1,7,[],[],[],88,[],[],0
repos/datasets/metrics/perplexity/perplexity.py:Perplexity:_compute,Perplexity:_compute,method,51,242,173,2548,10.53,1,7,"['self', 'input_texts', 'model_id', 'batch_size', 'add_start_token', 'device']","[None, None, None, ' int ', ' bool ', None]","[None, None, None, ' 16', ' True', 'None']",102,[],"['AutoModelForCausalLM.from_pretrained', 'model.to', 'AutoTokenizer.from_pretrained', 'list', 'len', 'tokenizer.add_special_tokens', 'tokenizer', 'torch.all', 'torch.ge', 'CrossEntropyLoss', 'logging.tqdm', 'min', 'torch.tensor', 'encoded_batch.size', 'torch.cat', 'torch.no_grad', 'model', 'torch.exp2', 'shift_attention_mask_batch.sum', 'perplexity_batch.tolist', 'np.mean']",21
repos/datasets/metrics/perplexity/perplexity.py:Perplexity:_info,Perplexity:_info,method,3,13,13,261,20.08,0,0,['self'],[None],[None],89,[],"['datasets.MetricInfo', 'datasets.Value']",2
repos/datasets/metrics/precision/precision.py:Precision,Precision,class,10,56,43,856,15.29,0,1,[],[],[],105,[],[],0
repos/datasets/metrics/precision/precision.py:Precision:_compute,Precision:_compute,method,3,18,18,217,12.06,0,0,"['self', 'predictions', 'references', 'labels', 'pos_label', 'average', 'sample_weight', 'zero_division', '']","[None, None, None, None, None, None, None, None, None]","[None, None, None, 'None', '1', '""binary""', 'None', '""warn""', None]",125,[],"['precision_score', 'float']",2
repos/datasets/metrics/precision/precision.py:Precision:_info,Precision:_info,method,6,25,19,489,19.56,0,1,['self'],[None],[None],106,[],"['datasets.MetricInfo', 'datasets.Sequence', 'datasets.Value']",3
repos/datasets/metrics/recall/recall.py:Recall,Recall,class,10,56,43,847,15.12,0,1,[],[],[],95,[],[],0
repos/datasets/metrics/recall/recall.py:Recall:_compute,Recall:_compute,method,3,18,18,211,11.72,0,0,"['self', 'predictions', 'references', 'labels', 'pos_label', 'average', 'sample_weight', 'zero_division', '']","[None, None, None, None, None, None, None, None, None]","[None, None, None, 'None', '1', '""binary""', 'None', '""warn""', None]",115,[],"['recall_score', 'float']",2
